AccountID,TransactionAmount,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDay,Location_Encoded,Channel_Encoded,Merchant_Encoded,TransactionAmount_Scaled,TransactionDay_Scaled,Cluster_KMeans,Cluster_Agglo,Cluster_KMeans_Opt
AC00084,3.4399999999999977,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,2024-11-04 08:12:20,19.0,13,0,3,-1.0957663451550865,-1.548485674947466,0,1,0
AC00359,139.03,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,2024-11-04 08:11:29,242.0,20,2,75,-0.5507276798857816,0.5503096372874781,2,0,1
AC00023,254.92,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,2024-11-04 08:07:18,261.0,35,0,63,-0.08487820043995428,0.7291307625451638,1,0,1
AC00366,115.11000000000001,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,2024-11-04 08:10:18,125.0,0,2,10,-0.6468802344491106,-0.5508520287730083,0,1,0
AC00170,171.11,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,2024-11-04 08:08:40,135.0,37,0,83,-0.4217739194179057,-0.45673564705843683,2,0,1
AC00130,168.54,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,2024-11-04 08:08:14,33.0,28,0,63,-0.4321046913755879,-1.416722740547066,1,2,1
AC00183,420.76,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,2024-11-04 08:08:38,54.0,24,1,53,0.5817580725024568,-1.219078338946466,1,2,1
AC00219,408.46,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,2024-11-04 08:08:20,60.0,33,1,57,0.5323150783081029,-1.162608509917723,1,2,1
AC00354,1162.42,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04 08:09:09,235.0,11,2,8,3.5630500297532333,0.484428170087278,0,1,0
AC00290,342.17,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,2024-11-04 08:08:32,348.0,27,1,32,0.2658454778899142,1.5479432834619358,0,2,0
AC00425,580.71,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2024-11-04 08:10:54,263.0,30,0,45,1.224717984810336,0.7479540388880781,1,2,0
AC00370,821.54,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,2024-11-04 08:11:57,234.0,1,1,43,2.192795732113284,0.4750165319158208,1,2,0
AC00454,253.47,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,2024-11-04 08:08:12,165.0,1,1,76,-0.09070684609701223,-0.17438650191472238,2,0,1
AC00403,22.809999999999974,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,2024-11-04 08:07:59,149.0,27,2,82,-1.017903678688043,-0.3249727126580368,2,0,1
AC00358,266.57,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2024-11-04 08:07:10,184.0,4,2,25,-0.03804804740221253,0.004434623342963428,0,1,0
AC00296,374.61,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,2024-11-04 08:11:24,241.0,23,2,78,0.3962463503829908,0.5408979991160209,2,0,1
AC00393,339.35,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,2024-11-04 08:08:17,34.0,4,0,83,0.2545097670258428,-1.4073111023756089,2,0,1
AC00223,810.3599999999999,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2024-11-04 08:07:19,17.0,8,0,80,2.147854864219554,-1.5673089512903804,2,0,1
AC00487,9.829999999999984,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,2024-11-04 08:09:03,205.0,22,0,3,-1.0700801067077759,0.20207902494356356,0,1,0
AC00215,135.57,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04 08:11:44,165.0,4,1,72,-0.5646360343502097,-0.17438650191472238,2,0,1
AC00275,340.05,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,2024-11-04 08:07:43,300.0,11,0,37,0.25732359596373283,1.0961846512319926,1,2,0
AC00482,283.45,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,2024-11-04 08:08:51,290.0,7,1,38,0.029805427557193506,1.0020682695174212,1,2,0
AC00357,100.99000000000001,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,2024-11-04 08:09:12,149.0,27,0,77,-0.7036391838819788,-0.3249727126580368,2,0,1
AC00026,90.88,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,2024-11-04 08:07:13,51.0,0,1,70,-0.7442789132563624,-1.2473132534608373,2,0,1
AC00416,655.15,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2024-11-04 08:07:15,2.0,39,0,82,1.523948593576816,-1.7084835238622376,2,0,1
AC00058,320.55,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,2024-11-04 08:08:14,121.0,25,2,40,0.17893836126536686,-0.5884985814588369,1,2,0
AC00170,41.50999999999999,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,2024-11-04 08:11:54,277.0,31,2,83,-0.9427342484901229,0.8797169732884782,2,0,1
AC00262,71.53,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,2024-11-04 08:12:00,303.0,17,1,29,-0.8220611846108947,1.124419565746364,0,1,0
AC00032,467.13,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,2024-11-04 08:06:58,271.0,18,1,95,0.7681541408595457,0.8232471442597353,2,0,1
AC00131,235.4,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2024-11-04 08:10:13,269.0,11,1,37,-0.16334383025083135,0.8044238679168211,1,2,0
AC00176,159.32,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,2024-11-04 08:10:32,16.0,39,1,32,-0.4691668382432255,-1.5767205894618375,0,1,0
AC00139,50.829999999999984,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,2024-11-04 08:10:06,352.0,30,2,75,-0.9052701260599295,1.5855898361477643,2,0,1
AC00056,56.889999999999986,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,2024-11-04 08:09:52,34.0,15,1,61,-0.8809104069690527,-1.4073111023756089,1,2,1
AC00276,20.22,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,2024-11-04 08:06:32,68.99999999999999,17,0,2,-1.0283148457582363,-1.0779037663746087,0,1,0
AC00447,50.400000000000006,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,2024-11-04 08:07:17,86.0,35,1,78,-0.906998620978919,-0.9179059174598371,2,0,1
AC00143,73.88,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,2024-11-04 08:08:11,128.0,20,1,8,-0.8126147588908353,-0.5226171142586369,0,1,0
AC00139,119.61000000000001,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,2024-11-04 08:07:28,73.0,36,0,16,-0.628791334134103,-1.04025721368878,0,1,0
AC00426,116.57999999999998,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2024-11-04 08:06:50,243.0,33,1,37,-0.6409711936795416,0.5597212754589351,1,2,0
AC00381,391.96,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,2024-11-04 08:06:47,170.0,26,0,31,0.46598911048640856,-0.12732831105743664,0,2,0
AC00458,156.26,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,2024-11-04 08:09:29,2.0,41,1,58,-0.48146729045743064,-1.7084835238622376,1,2,1
AC00014,427.0,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,2024-11-04 08:07:30,212.0,28,1,64,0.606841347605934,0.2679604921437636,1,2,1
AC00071,443.68,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,2024-11-04 08:10:26,115.0,40,0,11,0.6738908714402286,-0.6449684104875798,0,1,0
AC00054,101.75999999999999,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,2024-11-04 08:11:08,51.0,30,1,70,-0.7005439720502997,-1.2473132534608373,2,0,1
AC00182,67.57,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,2024-11-04 08:11:15,229.0,5,1,92,-0.8379794168881014,0.4279583410585351,2,0,1
AC00257,326.29,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,2024-11-04 08:10:44,340.0,10,2,24,0.2020117585560654,1.4726501780902785,0,1,0
AC00006,158.56,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04 08:10:48,59.0,34,0,86,-0.47222185251864895,-1.17202014808918,2,0,1
AC00424,56.02000000000001,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,2024-11-04 08:07:58,170.0,22,2,2,-0.8844075943632874,-0.12732831105743664,0,1,0
AC00131,288.28,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,2024-11-04 08:06:33,17.0,32,2,86,0.049220847228634866,-1.5673089512903804,2,0,1
AC00133,245.67,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2024-11-04 08:07:45,2.0,32,1,87,-0.12206093997635867,-1.7084835238622376,2,0,1
AC00393,152.18,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04 08:10:50,219.0,20,2,92,-0.4978678934097041,0.3338419593439636,2,0,1
AC00361,114.35,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,2024-11-04 08:10:13,331.0,12,1,24,-0.6499352487245341,1.3879454345471642,0,1,0
AC00092,373.27,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,2024-11-04 08:06:36,199.0,24,2,52,0.3908598778447439,0.14560919591482066,1,2,1
AC00049,504.63,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,2024-11-04 08:07:50,317.0,32,2,67,0.9188949768179419,1.2561825001467641,1,0,1
AC00023,126.22,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04 08:07:41,124.0,1,0,80,-0.6022207494491698,-0.5602636669444655,2,0,1
AC00323,820.1499999999999,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,2024-11-04 08:10:34,352.0,18,1,92,2.187208271793759,1.5855898361477643,2,0,1
AC00372,986.81,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,2024-11-04 08:09:09,90.0,15,2,38,2.8571407443491275,-0.8802593647740086,1,2,0
AC00497,8.370000000000005,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,2024-11-04 08:11:23,12.0,7,0,10,-1.0759489499210895,-1.6143671421476662,0,1,0
AC00130,197.49,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04 08:06:40,184.0,14,2,6,-0.31573276601570593,0.004434623342963428,0,1,0
AC00034,637.97,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,2024-11-04 08:07:56,296.0,27,1,65,1.454889191929743,1.058538098546164,1,2,1
AC00286,13.519999999999982,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,2024-11-04 08:06:30,135.0,39,0,0,-1.0552472084494697,-0.45673564705843683,0,1,0
AC00232,432.1,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2024-11-04 08:10:16,79.0,37,0,47,0.627342101296276,-0.9837873846600371,1,2,0
AC00182,375.17,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,2024-11-04 08:11:26,159.0,13,0,52,0.3984974135333028,-0.23085633094346528,1,2,1
AC00136,642.68,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2024-11-04 08:08:38,48.0,14,1,33,1.4738222409261172,-1.2755481679752088,0,1,0
AC00101,78.44,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,2024-11-04 08:10:39,325.0,38,2,32,-0.7942846732382943,1.3314756055184214,0,1,0
AC00328,139.72,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,2024-11-04 08:08:24,16.0,22,1,32,-0.5479540485041472,-1.5767205894618375,0,1,0
AC00356,499.99,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2024-11-04 08:09:05,214.0,38,1,45,0.9002433107153563,0.28678376848667786,1,2,0
AC00312,10.069999999999993,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,2024-11-04 08:08:57,17.0,0,2,28,-1.0691153653576422,-1.5673089512903804,0,1,0
AC00242,120.62,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:39,58.000000000000014,33,0,86,-0.6247313809522903,-1.1814317862606372,2,0,1
AC00123,578.49,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,2024-11-04 08:06:50,289.0,26,1,31,1.2157941273215989,0.992656631345964,0,2,0
AC00071,119.30000000000001,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04 08:08:55,240.0,23,1,57,-0.6300374583780258,0.5314863609445637,1,2,1
AC00370,280.92,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,2024-11-04 08:06:41,1.0,31,2,47,0.01963544582453382,-1.7178951620336946,1,2,0
AC00330,42.420000000000016,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,2024-11-04 08:09:11,152.0,34,2,41,-0.9390762708708656,-0.2967377981436653,1,2,0
AC00218,77.03,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,2024-11-04 08:08:06,170.0,14,0,29,-0.79995252867033,-0.12732831105743664,0,1,0
AC00437,22.590000000000032,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,2024-11-04 08:08:22,86.0,39,0,59,-1.0187880249256656,-0.9179059174598371,1,2,1
AC00287,568.76,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,2024-11-04 08:12:09,282.0,3,0,96,1.176681905084927,0.926775164145764,2,0,1
AC00418,25.940000000000026,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2024-11-04 08:06:38,289.0,38,2,2,-1.0053218435800488,0.992656631345964,0,1,0
AC00465,105.94,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,2024-11-04 08:09:59,219.0,28,1,73,-0.6837413935354705,0.3338419593439636,2,0,1
AC00011,733.29,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427.0,2024-11-04 08:07:12,74.0,41,0,31,1.838052298157858,-1.030845575517323,0,1,0
AC00432,350.15,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,2024-11-04 08:08:37,331.0,14,0,51,0.29792312778186075,1.3879454345471642,1,2,1
AC00240,1151.18,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2024-11-04 08:07:02,237.0,18,0,54,3.51786797652197,0.5032514464301923,1,2,1
AC00497,183.67,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,2024-11-04 08:11:05,177.0,36,2,84,-0.37128578876090695,-0.06144684385723661,2,0,1
AC00026,278.27,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,2024-11-04 08:09:58,100.0,40,1,26,0.008983093416807024,-0.7861429830594371,0,1,0
AC00277,470.3,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,2024-11-04 08:08:00,255.0,2,0,90,0.7808967661925621,0.672660933516421,2,0,1
AC00116,261.69,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,2024-11-04 08:09:09,331.0,30,0,41,-0.057664454854931796,1.3879454345471642,1,2,0
AC00367,365.04,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89,2024-11-04 08:12:08,65.0,41,1,2,0.3577772890464081,-1.1155503190604372,0,1,0
AC00030,211.1,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,2024-11-04 08:07:01,257.0,24,1,69,-0.2610238919518721,0.6914842098593352,2,2,1
AC00111,21.49000000000001,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24,2024-11-04 08:08:08,124.0,10,0,49,-1.0232097561137785,-0.5602636669444655,1,2,1
AC00220,63.579999999999984,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,2024-11-04 08:11:56,254.0,8,0,92,-0.8540182418340748,0.6632492953449638,2,0,1
AC00295,321.86,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1,12626.49,2024-11-04 08:06:35,205.0,35,0,4,0.18420424113484685,0.20207902494356356,0,1,0
AC00137,12.110000000000014,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,2024-11-04 08:07:10,346.0,17,1,37,-1.0609150638815052,1.5291200071190214,1,2,0
AC00004,642.54,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,2024-11-04 08:10:37,130.0,25,1,24,1.4732594751385393,-0.5037938379157226,0,1,0
AC00442,210.45,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49,2024-11-04 08:06:24,345.0,19,0,10,-0.26363673310848434,1.5197083689475643,0,1,0
AC00201,313.65,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,2024-11-04 08:10:49,30.0,6,1,16,0.15120204744902183,-1.4449576550614374,0,1,0
AC00462,99.75999999999999,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89,2024-11-04 08:06:26,219.0,34,1,38,-0.7085834833014142,0.3338419593439636,1,2,0
AC00390,115.32,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08,2024-11-04 08:08:36,206.0,10,1,74,-0.6460360857677436,0.21149066311502068,2,0,1
AC00297,33.610000000000014,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1,479.08,2024-11-04 08:08:40,233.0,25,2,13,-0.9744903179320249,0.4656048937443637,0,1,0
AC00173,498.59,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,2024-11-04 08:06:58,30.0,28,2,31,0.894615652839576,-1.4449576550614374,0,2,0
AC00382,98.81,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1,2024-11-04 08:08:11,247.0,37,1,46,-0.7124022511456936,0.5973678281447637,1,2,0
AC00175,1.8700000000000045,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94,2024-11-04 08:09:48,293.0,42,0,13,-1.1020773614872115,1.0303031840317927,0,1,0
AC00035,78.92000000000002,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,2024-11-04 08:08:28,166.0,17,2,74,-0.7923551905380267,-0.16497486374326525,2,0,1
AC00219,194.29,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,2024-11-04 08:08:57,23.0,39,1,58,-0.3285959840174892,-1.5108391222616375,1,2,1
AC00416,28.72999999999999,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,2024-11-04 08:08:37,304.0,18,0,15,-0.9941067253847443,1.1338312039178213,0,1,0
AC00467,105.53,Colorado Springs,D000003,53.131.194.183,M026,Online,24,Student,88,1,1433.66,2024-11-04 08:10:14,167.0,7,2,25,-0.6853894933419489,-0.1555632255718081,0,1,0
AC00465,737.34,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56,2024-11-04 08:08:06,79.0,24,2,5,1.8543323084413652,-0.9837873846600371,0,1,0
AC00102,237.86,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63,2024-11-04 08:10:20,37.0,30,0,43,-0.15345523141196055,-1.3790761878612374,1,2,0
AC00119,409.61,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15,2024-11-04 08:10:16,207.0,18,1,23,0.5369377972774938,0.22090230128647784,0,1,0
AC00418,75.53,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35,2024-11-04 08:07:11,233.0,14,2,8,-0.8059821621086658,0.4656048937443637,0,1,0
AC00237,72.75,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,2024-11-04 08:07:19,121.0,31,0,66,-0.8171570827477149,-0.5884985814588369,1,2,1
AC00279,39.110000000000014,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54,2024-11-04 08:08:27,244.0,8,2,51,-0.9523816619914601,0.5691329136303923,1,2,1
AC00043,729.38,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1,9127.65,2024-11-04 08:08:16,318.0,20,0,92,1.8223350536619294,1.2655941383182212,2,0,1
AC00012,137.49,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05,2024-11-04 08:07:04,207.0,13,0,39,-0.5569181035491398,0.22090230128647784,1,2,0
AC00244,504.71,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,2024-11-04 08:08:37,100.0,11,2,59,0.9192165572679863,-0.7861429830594371,1,2,1
AC00395,371.47,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04,2024-11-04 08:07:09,150.0,25,1,96,0.3836243177187411,-0.3155610744865796,2,0,1
AC00253,430.35,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,2024-11-04 08:10:51,51.0,5,2,6,0.6203075289515508,-1.2473132534608373,0,1,0
AC00394,230.32,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,2024-11-04 08:08:34,135.0,19,1,14,-0.18376418882866213,-0.45673564705843683,0,1,0
AC00457,121.70999999999998,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,2024-11-04 08:11:23,248.0,6,0,14,-0.620349847320433,0.6067794663162209,0,1,0
AC00046,98.87,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2,2024-11-04 08:06:58,3.0,11,2,59,-0.7121610658081601,-1.6990718856907805,1,2,1
AC00011,117.55000000000001,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1,897.94,2024-11-04 08:11:13,139.0,14,0,45,-0.637072030722751,-0.4190890943726083,1,2,0
AC00045,244.64,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56,2024-11-04 08:06:53,52.0,40,1,71,-0.1262012882706826,-1.2379016152893803,2,0,1
AC00181,321.93,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,2024-11-04 08:07:51,338.0,26,0,91,0.1844856240286358,1.4538269017473642,2,0,1
AC00149,1092.73,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,2024-11-04 08:07:50,23.0,8,1,63,3.2829132602081494,-1.5108391222616375,1,0,1
AC00288,283.23,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,2024-11-04 08:07:38,37.0,12,2,60,0.028921081319571034,-1.3790761878612374,1,2,1
AC00014,346.65,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,2024-11-04 08:06:58,1.0,42,2,61,0.28385398309241044,-1.7178951620336946,1,2,1
AC00153,381.62,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,2024-11-04 08:11:46,27.0,19,2,96,0.4244248373181469,-1.4731925695758088,2,0,1
AC00164,388.65,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,2024-11-04 08:08:15,52.0,28,0,64,0.45268371936581414,-1.2379016152893803,1,2,1
AC00159,29.22,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,2024-11-04 08:09:03,187.0,35,0,67,-0.9921370451282212,0.032669537857334875,1,0,1
AC00360,46.75,Colorado Springs,D000469,196.244.194.198,M078,Branch,67,Retired,150,1,2840.43,2024-11-04 08:09:20,212.0,7,1,77,-0.9216707290122029,0.2679604921437636,2,0,1
AC00326,348.64,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96,2024-11-04 08:11:22,160.0,38,2,97,0.29185329678726935,-0.22144469277200812,2,0,1
AC00110,319.17,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56,2024-11-04 08:08:49,11.0,40,2,87,0.17339109850209788,-1.6237787803191233,2,0,1
AC00110,73.94999999999999,Kansas City,D000337,6.204.110.7,M012,ATM,26,Student,76,1,363.92,2024-11-04 08:07:22,307.0,18,0,11,-0.8123333759970464,1.1620661184321928,0,1,0
AC00257,389.63,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,2024-11-04 08:08:55,47.0,23,2,99,0.4566230798788603,-1.2849598061466658,2,0,1
AC00145,217.61,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53,2024-11-04 08:10:08,74.99999999999999,6,0,24,-0.23485528282949447,-1.0214339373458658,0,1,0
AC00455,199.84,Dallas,D000330,48.19.99.211,M082,ATM,21,Student,150,1,706.44,2024-11-04 08:09:14,16.0,9,0,81,-0.3062863402956465,-1.5767205894618375,2,0,1
AC00282,56.349999999999994,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73,2024-11-04 08:07:36,40.0,5,0,32,-0.8830810750068535,-1.350841273346866,0,1,0
AC00045,248.95,San Francisco,D000454,38.210.156.148,M068,Branch,65,Retired,29,1,3059.79,2024-11-04 08:09:32,167.0,37,1,67,-0.10887614152453096,-0.1555632255718081,1,0,1
AC00390,142.58,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1,7844.23,2024-11-04 08:06:46,170.0,35,0,47,-0.5364575474150535,-0.12732831105743664,1,2,0
AC00032,1020.73,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61,2024-11-04 08:11:32,205.0,13,0,86,2.993490855168029,0.20207902494356356,2,0,1
AC00153,84.34,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97,2024-11-04 08:09:31,159.0,22,2,38,-0.7705681150475067,-0.23085633094346528,1,2,0
AC00154,333.78,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94,2024-11-04 08:07:50,334.0,36,0,56,0.23211972819148885,1.4161803490615357,1,2,1
AC00190,332.59,San Antonio,D000163,166.41.54.117,M060,Online,55,Retired,143,1,1457.07,2024-11-04 08:09:05,194.0,35,2,59,0.22733621899707576,0.09855100505753492,1,2,1
AC00156,236.81,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68,2024-11-04 08:07:18,299.0,28,1,12,-0.15767597481879567,1.0867730130605355,0,1,0
